v1,full_name,reaction_EC,gene_symbol,v3,Vitisnet_Network1,Vitisnet_Network2,,
VIT_04s0008g00260,Amino acid permease 6,AAP6,,Vitvi04g01771,vv50123Porters_cat_18_to_29,,,
VIT_04s0008g00380,No hit,,,Vitvi04g01772,,,,
VIT_04s0008g00390,Clavata1 receptor kinase (CLV1),,,Vitvi04g01773,,,,
VIT_04s0008g00400,Clavata1 receptor kinase (CLV1),,,Vitvi04g01774,,,,
VIT_04s0008g00470,Early nodulin Enod93 protein,,,Vitvi04g01775,,,,
VIT_04s0008g00570,Glu-tRNA(Gln) amidotransferase subunit C,E6_3_5_6,,Vitvi04g01777,vv10251Glutamate_metabolism,vv10252Alanine_and_aspartate_metabolism,,
VIT_04s0008g00630,SNF7.2,SNF7_2,,Vitvi04g01778,vv50111Tethering_factors,,,
VIT_04s0008g00700,No hit,,,Vitvi04g01781,,,,
VIT_04s0008g00780,Unknown,,,Vitvi04g01782,,,,
VIT_04s0008g00810,ATP synthase g subunit mitochondrial,K02140,,Vitvi04g01783,vv10190Oxidative_phosphorylation,vv50131Primary_active_transporter_cat_A2_to_A4,,
VIT_04s0008g00930,Alpha-expansin 6 precursor,EXPA6,,Vitvi04g01784,vv30003Auxin_signaling,,,
VIT_04s0008g01010,No hit,,,Vitvi04g01785,,,,
VIT_04s0008g01020,Unknown protein,,,Vitvi04g01786,,,,
VIT_04s0008g01050,Unknown,,,Vitvi04g01787,,,,
VIT_04s0008g01120,Glutaredoxin,,,Vitvi04g01788,,,,
VIT_04s0008g01280,No hit,,,Vitvi04g01789,,,,
VIT_04s0008g01390,RNA recognition motif (RRM)-containing protein,,,Vitvi04g01791,,,,
VIT_04s0008g01490,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01792,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01500,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01793,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01510,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01794,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01520,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01795,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01530,Small molecular heat shock protein 17.5,,,Vitvi04g01796,,,,
VIT_04s0008g01540,No hit,,,Vitvi04g01798,,,,
VIT_04s0008g01550,Small molecular heat shock protein 17.5,,,Vitvi04g01799,,,,
VIT_04s0008g01560,Small molecular heat shock protein 17.5,,,Vitvi04g01800,,,,
VIT_04s0008g01570,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01801,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01580,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01802,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01620,Heat shock protein 17.6 kDa class II,K13993,,Vitvi04g01803,vv24141Protein_processing_in_endoplasmic_reticulum,,,
VIT_04s0008g01660,Carrier protein; Mitochondrial,K03454,,Vitvi04g01805,vv50123Porters_cat_18_to_29,,,
VIT_04s0008g01730,PSBX (photosystem II subunit X),K02722,,Vitvi04g01806,vv10195Photosynthesis,,,
VIT_04s0008g01790,No hit,,,Vitvi04g01807,,,,
VIT_04s0008g01850,Trihelix DNA-binding protein (GT2),GT2_2,,Vitvi04g01808,vv60062Trihelix,,,
VIT_04s0008g01940,Unknown,,,Vitvi04g01809,,,,
VIT_04s0008g02020,Cellulase,E3_2_1_4,,Vitvi04g01810,vv40006Cell_wall,,,
VIT_04s0008g02110,No hit,,,Vitvi04g01814,,,,
VIT_04s0008g02190,Glutathione synthase S6 modification,E6_3_2_3,,Vitvi04g01815,vv10251Glutamate_metabolism,vv10480Glutathione_metabolism,,
VIT_04s0008g02210,RPD1 (root primordium defective 1),,,Vitvi04g01817,,,,
VIT_04s0008g02240,Ubiquitin thiolesterase,,,Vitvi04g01818,,,,
VIT_04s0008g02350,No hit,,,Vitvi04g01820,,,,
VIT_04s0008g02370,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi04g01821,,,,
VIT_04s0008g02420,No hit,,,Vitvi04g01822,,,,
VIT_04s0008g02470,No hit,,,Vitvi04g01823,,,,
VIT_04s0008g02500,Hydroxyproline-rich glycoprotein LKP2,LKP2,,Vitvi04g01824,vv34710Circadian_rhythm,,,
VIT_04s0008g02590,Selenoprotein,,,Vitvi04g01825,,,,
VIT_04s0008g02680,No hit,,,Vitvi04g01827,,,,
VIT_04s0008g02690,ELM2 domain-containing protein,PHDEDM2_6,,Vitvi04g01828,vv60048PHD,,,
VIT_04s0008g02730,No hit,,,Vitvi04g01829,,,,
VIT_04s0008g02800,SAUR_D,SAURD,,Vitvi04g01831,vv30003Auxin_signaling,,,
VIT_04s0008g02980,Lupeol synthase,E5_4_99_8,,Vitvi04g01832,vv10100Biosynthesis_of_steroids,,,
VIT_04s0008g02990,Cycloartenol synthase,E5_4_99_8,,Vitvi04g01833,vv10100Biosynthesis_of_steroids,,,
VIT_04s0008g03030,RNA recognition motif (RRM)-containing,,,Vitvi04g01834,,,,
VIT_04s0008g03160,G protein protein gamma subunit (AGG2),,,Vitvi04g01835,,,,
VIT_04s0008g03210,Lachrymatory factor synthase,,,Vitvi04g01836,,,,
VIT_04s0008g03280,No hit,,,Vitvi04g01837,,,,
VIT_04s0008g03300,SWIM zinc finger family (MAPKKK),,,Vitvi04g01838,,,,
VIT_04s0008g03390,No hit,,,Vitvi04g01839,,,,
VIT_04s0008g03410,Unknown protein,,,Vitvi04g01840,,,,
VIT_04s0008g03420,Exostosin family protein,K02366,,Vitvi04g01841,vv11030Glycan_structures-biosynthesis1,,,
VIT_04s0008g03470,Myb domain protein 109,MYB109_2,,Vitvi04g01842,vv60044MYB,,,
VIT_04s0008g03480,Beta-carotene 15;15'-monooxygenase,E1_14_99_36,,Vitvi04g01843,vv10906Carotenoid_biosynthesis,,,
VIT_04s0008g03490,Ankyrin repeat protein,,,Vitvi04g01844,,,,
VIT_04s0008g03500,Ankyrin,K10380,,Vitvi04g01845,vv50108Accessory_factors_involved_in_transport,,,
VIT_04s0008g03510,Lignostilbene-alpha;beta-dioxygenase and related enzymes,E1_14_99_36,,Vitvi04g01846,vv10906Carotenoid_biosynthesis,,,
VIT_04s0008g03520,Ring-H2 finger protein ATL4J,VVL4J_2,,Vitvi04g01847,vv60078Other_zf-C3HC4,,,
VIT_04s0008g03530,Ankyrin repeat,K10380,,Vitvi04g01848,vv50108Accessory_factors_involved_in_transport,,,
VIT_04s0008g03560,Lactoylglutathione lyase,E4_4_1_5,,Vitvi04g01849,vv10620Pyruvate_metabolism,,,
VIT_04s0008g03650,Embryonic flower 1,EMFL1,,Vitvi04g01852,vv30009Flower_development,,,
VIT_04s0008g03660,Embryonic flower 1,EMFL1,,Vitvi04g01853,vv30009Flower_development,,,
VIT_04s0008g03760,Unknown protein,,,Vitvi04g01854,,,,
VIT_04s0008g03780,Myb-related protein 3R-1 (Plant c-MYB-like protein 1) MYB3R1,MYB3R1_2,,Vitvi04g01855,vv44110Cell_cycle,vv60044MYB,,
VIT_04s0008g03840,Ankyrin repeat,K10380,,Vitvi04g01856,vv50108Accessory_factors_involved_in_transport,,,
VIT_04s0008g03870,Pentatricopeptide (PPR) repeat-containing,,,Vitvi04g01857,,,,
VIT_04s0008g03900,Ribosomal protein L37 (RPL37C) 60S,K02922,,Vitvi04g01858,vv23010Ribosome,,,
VIT_04s0008g03910,No hit,,,Vitvi04g01859,,,,
VIT_04s0008g03940,BURP domain-containing protein,,,Vitvi04g01860,,,,
VIT_04s0008g03970,No hit,,,Vitvi04g01862,,,,
VIT_04s0008g04080,No hit,,,Vitvi04g01865,,,,
VIT_04s0008g04100,No hit,,,Vitvi04g01867,,,,
VIT_04s0008g04110,No hit,,,Vitvi04g01868,,,,
VIT_04s0008g04140,RD22 (Vitis vinifera),,,Vitvi04g01872,,,,
VIT_04s0008g04340,Glycoprotein; Mitochondrial,,,Vitvi04g01874,,,,
VIT_04s0008g04390,No hit,,,Vitvi04g01875,,,,
VIT_04s0008g04440,No hit,,,Vitvi04g01876,,,,
VIT_04s0008g04500,No hit,,,Vitvi04g01877,,,,
VIT_04s0008g04540,No hit,,,Vitvi04g01879,,,,
VIT_04s0008g04550,Unknown,,,Vitvi04g01880,,,,
VIT_04s0008g04600,Expansin family protein (EXPR3),EXPR3,,Vitvi04g01882,vv30003Auxin_signaling,,,
VIT_04s0008g04630,Pentatricopeptide repeat-containing protein,,,Vitvi04g01883,,,,
VIT_04s0008g04640,Pentatricopeptide repeat-containing protein,,,Vitvi04g01884,,,,
VIT_04s0008g04680,No hit,,,Vitvi04g01886,,,,
VIT_04s0008g04810,Unknown,,,Vitvi04g01888,,,,
VIT_04s0008g04860,No hit,,,Vitvi04g01890,,,,
VIT_04s0008g04880,Indole-3-acetic acid-amido synthetase GH3.1,AUXINBIOSYNTHESIS_GH3,,Vitvi04g01891,vv11002Auxin_biosynthesis,,,
VIT_04s0008g04900,WD-40 repeat protein (LEUNIG),LEUNIG_5,,Vitvi04g01892,vv30009Flower_development,vv60041LUG,,
VIT_04s0008g05030,Ras GTP-binding protein (RAN3),K07936,,Vitvi04g01893,vv23008Ribosome_biogenesis_in_Eukaryotes,vv23013RNA_transport,,
VIT_04s0008g05150,Zinc finger (Ran-binding),ZFRANBPDOM_8,,Vitvi04g01894,vv60080Other_zf,,,
VIT_04s0008g05160,Unknown protein,,,Vitvi04g01895,,,,
VIT_04s0008g05170,Unknown protein,,,Vitvi04g01896,,,,
VIT_04s0008g05200,No hit,,,Vitvi04g01898,,,,
VIT_04s0008g05280,CRR2 (chlororespiratory reduction 2),,,Vitvi04g01900,,,,
VIT_04s0008g05320,Concanavalin A lectin,,,Vitvi04g01901,,,,
VIT_04s0008g05340,Bundle-sheath defective protein 2,,,Vitvi04g01902,,,,
VIT_04s0008g05350,Serine hydrolase (Vitis vinifera),E4_3_1_18,,Vitvi04g01903,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_04s0008g05360,Serine hydrolase (Vitis vinifera),E4_3_1_18,,Vitvi04g01904,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_04s0008g05370,Serine hydrolase (Vitis vinifera),E4_3_1_18,,Vitvi04g01905,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_04s0008g05380,Serine hydrolase (Vitis vinifera),E4_3_1_18,,Vitvi04g01906,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_04s0008g05390,Carboxyesterase17 CXE17,E3_1_1_1,,Vitvi04g01907,,,,
VIT_04s0008g05400,Serine hydrolase (Vitis vinifera),E4_3_1_18,,Vitvi04g01908,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_04s0008g05410,Serine hydrolase (Vitis vinifera),E4_3_1_18,,Vitvi04g01909,vv10260Glycine_serine_and_threonine_metabolism,,,
VIT_04s0008g05720,Exostosin family protein,K02366,,Vitvi04g01910,vv11030Glycan_structures-biosynthesis1,,,
VIT_04s0008g05790,No hit,,,Vitvi04g01911,,,,
VIT_04s0008g05910,No hit,,,Vitvi04g01913,,,,
VIT_04s0008g05990,Threonine synthase; chloroplast precursor (TS),E4_2_3_1,,Vitvi04g01914,vv10260Glycine_serine_and_threonine_metabolism,vv10750Vitamin_B6_metabolism,,
VIT_04s0008g06010,Gag-pol polyprotein,,,Vitvi04g01915,,,,
VIT_04s0008g06140,No hit,,,Vitvi04g01918,,,,
VIT_04s0008g06150,No hit,,,Vitvi04g01920,,,,
VIT_04s0008g06350,TPR1 (topless-related 1),TPR1,,Vitvi04g01922,vv30003Auxin_signaling,,,
VIT_04s0008g06410,No hit,,,Vitvi04g01923,,,,
VIT_04s0008g06430,No hit,,,Vitvi04g01924,,,,
VIT_04s0008g06460,Beta-glucuronidase,E3_2_1_31,,Vitvi04g01925,vv10040Pentose_glucuronate_interconversion,vv10500Starch_and_sucrose_metabolism,,
VIT_04s0008g06580,DNA-directed RNA polymerase II subunit B,K03010,,Vitvi04g01927,vv23020RNA_polymerase,,,
VIT_04s0008g06650,No hit,,,Vitvi04g01928,,,,
VIT_04s0008g06700,No hit,,,Vitvi04g01929,,,,
VIT_04s0008g06710,Zinc finger (C2H2 type) family,C2H2FAM_47,,Vitvi04g01930,vv60017C2H2,,,
VIT_04s0008g06900,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,Vitvi04g01931,vv52010ABC_transporters,,,
VIT_04s0008g06960,No hit,,,Vitvi04g01932,,,,
VIT_04s0008g07110,Aspartic proteinase nepenthesin-2 precursor,E3_4_23_12,,Vitvi04g01934,,,,
VIT_04s0008g07120,Chloroplast nucleoid DNA binding protein,,,Vitvi04g01935,,,,
VIT_04s0008g07130,Chloroplast nucleoid DNA binding protein,,,Vitvi04g01936,,,,
VIT_04s0008g07140,Chloroplast nucleoid DNA binding protein,,,Vitvi04g01937,,,,
VIT_04s0008g07200,No hit,,,Vitvi04g01939,,,,
VIT_04s0008g07220,Chloroplast nucleoid DNA binding protein,,,Vitvi04g01940,,,,
VIT_04s0008g07250,Aspartyl protease,E3_4_23_x,,Vitvi04g01941,,,,
VIT_04s0008g07270,No hit,,,Vitvi04g01942,,,,
VIT_04s0008g07290,Unknown,,,Vitvi04g01943,,,,
VIT_04s0008g07350,No hit,,,Vitvi04g01946,,,,
VIT_04s0069g00030,Retrotransposon protein,,,Vitvi04g01947,,,,
VIT_04s0069g00120,Cullin 3a,K03869,,Vitvi04g01948,vv24120Ubiquitin_mediated_proteolysis,,,
VIT_04s0069g00180,No hit,,,Vitvi04g01949,,,,
VIT_04s0069g00210,Glutamate receptor 2.8,GLR2_8,,Vitvi04g01950,vv50101Channels_and_pores,,,
VIT_04s0069g00240,Retrotransposable element Tf2,,,Vitvi04g01951,,,,
VIT_04s0069g00260,Glutamate receptor 2.8,GLR2_8,,Vitvi04g01953,vv50101Channels_and_pores,,,
VIT_04s0069g00270,Glutamate receptor 2.8,GLR2_8,,Vitvi04g01954,vv50101Channels_and_pores,,,
VIT_04s0069g00300,Gamma-aminobutyrate transaminase subunit precursor isozyme 3,E2_6_1_19,,Vitvi04g01955,vv10251Glutamate_metabolism,vv10252Alanine_and_aspartate_metabolism,,
VIT_04s0069g00310,No hit,,,Vitvi04g01956,,,,
VIT_04s0069g00320,No hit,,,Vitvi04g01957,,,,
VIT_04s0069g00360,No hit,,,Vitvi04g01959,,,,
VIT_04s0069g00370,No hit,,,Vitvi04g01960,,,,
VIT_04s0069g00380,Glutamate receptor 2.8,GLR2_8,,Vitvi04g01961,vv50101Channels_and_pores,,,
VIT_04s0069g00480,Bloom syndrome protein,K10901,,Vitvi04g01962,vv23440Homologous_recombination,,,
VIT_04s0069g00490,Transposon,,,Vitvi04g01963,,,,
VIT_04s0069g00500,Villin 2 (Fragment),K05768,,Vitvi04g01964,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_04s0069g00510,WD-40 repeat family protein / beige-related,,,Vitvi04g01965,,,,
VIT_04s0069g00520,No hit,,,Vitvi04g01966,,,,
VIT_04s0069g00530,Glutamate receptor protein,GLR2_6,,Vitvi04g01967,vv50101Channels_and_pores,,,
VIT_04s0069g00540,Glutamate receptor protein,GLR2_7,,Vitvi04g01968,vv50101Channels_and_pores,,,
VIT_04s0069g00610,Glutamate receptor protein,GLR2_7,,Vitvi04g01969,vv50101Channels_and_pores,,,
VIT_04s0069g00630,Glutamate receptor 2.8,GLR2_8,,Vitvi04g01970,vv50101Channels_and_pores,,,
VIT_04s0069g00680,Retrovirus Pol polyprotein,,,Vitvi04g01972,,,,
VIT_04s0069g00710,Glutamate receptor 2.8,GLR2_8,,Vitvi04g01974,vv50101Channels_and_pores,,,
VIT_04s0069g00800,Splicing factor,,,Vitvi04g01976,,,,
VIT_04s0069g00810,Blight-associated protein p12 precursor,,,Vitvi04g01977,,,,
VIT_04s0069g00820,Blight-associated protein p12 precursor,,,Vitvi04g01978,,,,
VIT_04s0069g00880,No hit,,,Vitvi04g01979,,,,
VIT_04s0069g00900,Zinc knuckle,ZFC2HC,,Vitvi04g01980,,,,
VIT_04s0069g00910,No hit,,,Vitvi04g01981,,,,
VIT_04s0069g00960,Unknown protein,,,Vitvi04g01984,,,,
VIT_04s0069g01020,NBS1 (nijmegen breakage syndrome 1),NBS1_1,,Vitvi04g01986,vv60028FHA,,,
VIT_04s0069g01070,DNA-binding protein PD3; chloroplast,JMJD1B_6,,Vitvi04g01989,vv60038Jumonji,,,
VIT_04s0069g01090,No hit,,,Vitvi04g01990,,,,
VIT_04s0069g01140,Unknown,,,Vitvi04g01991,,,,
VIT_04s0069g01180,NC domain-containing protein,,,Vitvi04g01993,,,,
VIT_00s0270g00010,No hit,,,Vitvi04g01994,,,,
VIT_00s0270g00020,No hit,,,Vitvi04g01995,,,,
VIT_04s0079g00050,No hit,,,Vitvi04g01998,,,,
VIT_04s0079g00140,No hit,,,Vitvi04g01999,,,,
VIT_04s0079g00250,No hit,,,Vitvi04g02001,,,,
VIT_04s0079g00270,No hit,,,Vitvi04g02002,,,,
VIT_04s0079g00300,No hit,,,Vitvi04g02003,,,,
VIT_04s0079g00400,DNA-directed RNA Polymerase II subunit K,K03009,,Vitvi04g02006,vv23020RNA_polymerase,,,
VIT_04s0079g00590,No hit,,,Vitvi04g02008,,,,
VIT_04s0079g00630,Unknown,,,Vitvi04g02010,,,,
VIT_04s0079g00700,Protein kinase CRK1 CRK1 protein(Cdc2-related kinase 1),,,Vitvi04g02013,,,,
VIT_04s0079g00720,No hit,,,Vitvi04g02014,,,,
VIT_04s0079g00750,No hit,,,Vitvi04g02015,,,,
VIT_04s0079g00810,Cold induced protein,,,Vitvi04g02017,,,,
VIT_04s0159g00010,No hit,,,Vitvi04g02018,,,,
VIT_04s0043g00080,Unknown,,,Vitvi04g02020,,,,
VIT_04s0043g00090,Ca2+-ATPase 2 ACA2; plasma membrane,K01537,,Vitvi04g02021,vv50131Primary_active_transporter_cat_A2_to_A4,,,
VIT_04s0043g00130,Mob1/phocein,K06685,,Vitvi04g02022,vv44110Cell_cycle,,,
VIT_04s0043g00200,Protein Phosphatase 2A subunit A3 PP2AA3,K03456,,Vitvi04g02023,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway,,
VIT_04s0043g00260,No hit,,,Vitvi04g02025,,,,
VIT_04s0043g00280,No hit,,,Vitvi04g02026,,,,
VIT_04s0043g00330,Unknown protein,,,Vitvi04g02027,,,,
VIT_04s0043g00400,Exosome complex component CSL4,K07573,,Vitvi04g02028,vv23018RNA_degradation,,,
VIT_04s0043g00430,No hit,,,Vitvi04g02029,,,,
VIT_04s0043g00450,No hit,,,Vitvi04g02030,,,,
VIT_04s0043g00460,No hit,,,Vitvi04g02031,,,,
VIT_04s0043g00490,No hit,,,Vitvi04g02032,,,,
VIT_04s0043g00500,Dynamin homolog,E3_6_5_5,,Vitvi04g02033,,,,
VIT_04s0043g00680,No hit,,,Vitvi04g02036,,,,
VIT_04s0043g00720,Transketolase,E2_2_1_1,,Vitvi04g02037,vv10030Pentose_phosphate,vv10710Carbon_fixation,,
VIT_04s0043g00740,Cytoplasmic FMR1 interacting protein,K05749,,Vitvi04g02038,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_04s0043g00770,Pentatricopeptide (PPR) repeat-containing protein,,,Vitvi04g02039,,,,
VIT_04s0043g00810,No hit,,,Vitvi04g02041,,,,
VIT_04s0043g00970,ABC transporter g family pleiotropic drug resistance 12 PDR12,ABCGPDR12,,Vitvi04g02046,vv52010ABC_transporters,,,
VIT_04s0043g01040,No hit,,,Vitvi04g02049,,,,
VIT_00s0214g00030,No hit,,,Vitvi04g02050,,,,
VIT_00s0214g00050,No hit,,,Vitvi04g02051,,,,
VIT_04s0023g00070,flavodoxin-like quinone reductase 1,FQR1,,Vitvi04g02053,vv30003Auxin_signaling,,,
VIT_04s0023g00090,Ankyrin,K10380,,Vitvi04g02054,vv50108Accessory_factors_involved_in_transport,,,
VIT_04s0023g00190,No hit,,,Vitvi04g02058,,,,
VIT_04s0023g00210,GRAM domain-containing protein / ABA-responsive,,,Vitvi04g02059,,,,
VIT_04s0023g00230,GEM-like protein 7,,,Vitvi04g02060,,,,
VIT_04s0023g00240,GRAM domain-containing protein / ABA-responsive,,,Vitvi04g02061,,,,
VIT_04s0023g00400,RIC4 (ROP-Interactive crib motif-containing protein 4),RIC4,,Vitvi04g02062,vv44810Regulation_of_actin_cytoskeleton,,,
VIT_04s0023g00410,Photosystem I subunit XI (PSAL),K02699,,Vitvi04g02063,vv10195Photosynthesis,vv50105Transport_electron_carriers,,
VIT_04s0023g00510,Auxin responsive SAUR protein,SAUR,,Vitvi04g02066,vv30003Auxin_signaling,,,
VIT_04s0023g00530,Auxin responsive SAUR protein,SAUR,,Vitvi04g02068,vv30003Auxin_signaling,,,
VIT_04s0023g00540,Auxin-induced protein 6B,AUXREG,,Vitvi04g02069,vv30003Auxin_signaling,,,
VIT_04s0023g00550,Auxin-induced SAUR,SAUR,,Vitvi04g02070,vv30003Auxin_signaling,,,
VIT_04s0023g00560,Auxin responsive SAUR protein,SAUR,,Vitvi04g02073,vv30003Auxin_signaling,,,
VIT_04s0023g00570,Auxin responsive SAUR protein,SAUR,,Vitvi04g02074,vv30003Auxin_signaling,,,
VIT_04s0023g00580,Auxin-responsive SAUR32,SAUR32,,Vitvi04g02075,vv30003Auxin_signaling,,,
VIT_04s0023g00610,Protein kinase CRK1 CRK1 protein(Cdc2-related kinase 1),,,Vitvi04g02076,,,,
VIT_04s0023g00630,No hit,,,Vitvi04g02078,,,,
VIT_04s0023g00650,Protein arginine N-methyltransferase 5,K02516,,Vitvi04g02080,vv23013RNA_transport,,,
VIT_04s0023g00660,No hit,,,Vitvi04g02081,,,,
VIT_04s0023g00820,Unknown protein,,,Vitvi04g02083,,,,
VIT_04s0023g00850,Ribosomal protein L25,K02897,,Vitvi04g02084,vv23010Ribosome,,,
VIT_04s0023g00880,Unknown,,,Vitvi04g02085,,,,
VIT_04s0023g00960,No hit,,,Vitvi04g02087,,,,
VIT_04s0023g00970,EREBP PLETHORA 1,PLETHORA1,,Vitvi04g02088,vv30008Ethylene_signaling,vv60003AP2_EREBP,,
VIT_04s0023g00990,Unknown protein,,,Vitvi04g02090,,,,
VIT_04s0023g01030,LIM domain containing protein,LIMUIM_2,,Vitvi04g02091,vv60040LIM,,,
VIT_04s0023g01040,LIM domain containing protein,LIMUIM_3,,Vitvi04g02092,vv60040LIM,,,
VIT_04s0023g01050,No hit,,,Vitvi04g02093,,,,
VIT_04s0023g01090,Unknown,,,Vitvi04g02094,,,,
VIT_04s0023g01200,Transcription initiation factor TFIIE beta subunit,K03137,,Vitvi04g02095,vv23022Basal_transcription_factors,,,
VIT_04s0023g01260,No hit,,,Vitvi04g02096,,,,
VIT_04s0023g01340,No hit,,,Vitvi04g02097,,,,
VIT_04s0023g01370,ABA-responsive protein HVA22K,HVA22K,,Vitvi04g02099,vv30001ABA_signaling,,,
VIT_04s0023g01410,Band 7 family,,,Vitvi04g02100,,,,
VIT_04s0023g01540,Acidic leucine-rich nuclear phosphoprotein 32 member B,,,Vitvi04g02101,,,,
VIT_04s0023g01590,No hit,,,Vitvi04g02102,,,,
VIT_04s0023g01680,No hit,,,Vitvi04g02105,,,,
VIT_04s0023g01690,No hit,,,Vitvi04g02106,,,,
VIT_04s0023g01710,No hit,,,Vitvi04g02107,,,,
VIT_04s0023g01810,Ribosomal protein L6,K02933,,Vitvi04g02108,vv23010Ribosome,,,
VIT_04s0023g02020,replication factor C subunit 3/5,K10756,,Vitvi04g02109,vv23030DNA_replication,vv23420Nucleotide_excision_repair,,
VIT_04s0023g02100,Unknown,,,Vitvi04g02110,,,,
VIT_04s0023g02180,No hit,,,Vitvi04g02112,,,,
VIT_04s0023g02190,No hit,,,Vitvi04g02113,,,,
VIT_04s0023g02210,SAM dependent carboxyl methyltransferase Methyltransf_7,,,Vitvi04g02114,,,,
VIT_04s0023g02220,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02116,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02230,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02117,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02240,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02118,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02250,No hit,,,Vitvi04g02119,,,,
VIT_04s0023g02260,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02120,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02270,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02121,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02280,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02122,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02290,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,Vitvi04g02123,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02300,No hit,,,Vitvi04g02124,,,,
VIT_04s0023g02310,S-adenosyl-L-methionine:salicylic acid methyltransferase,SAMTBSCMT,,Vitvi04g02125,vv10360Phenylalanine_metabolism,,,
VIT_04s0023g02320,Jasmonate O-methyltransferase,E2_1_1_141,,Vitvi04g02126,vv10592alpha-Linolenic_acid_metabolism,,,
VIT_04s0023g02470,No hit,,,Vitvi04g02129,,,,
VIT_04s0023g02520,Unknown protein,,,Vitvi04g02130,,,,
VIT_04s0023g02540,Peroxisomal biogenesis factor 11 (PEX11C),,,Vitvi04g02131,,,,
VIT_04s0023g02590,Ribosomal protein L12,K02869,,Vitvi04g02132,vv23010Ribosome,,,
VIT_04s0023g02620,Ubiquitin-conjugating enzyme E2 W,K10688,,Vitvi04g02133,vv24120Ubiquitin_mediated_proteolysis,,,
VIT_04s0023g02670,Metal ion binding,,,Vitvi04g02134,,,,
VIT_04s0023g02710,No hit,,,Vitvi04g02135,,,,
VIT_04s0023g02850,NC domain-containing protein,,,Vitvi04g02137,,,,
VIT_04s0023g02860,MRNA cap guanine-N7 methyltransferase 1,K00565,,Vitvi04g02138,vv10271Methionine_metabolism,vv23015mRNA_surveillance_pathway,,
VIT_04s0023g02890,No hit,,,Vitvi04g02141,,,,
VIT_04s0023g02910,No hit,,,Vitvi04g02142,,,,
VIT_04s0023g02920,Unknown protein,,,Vitvi04g02143,,,,
VIT_04s0023g02930,Unknown protein,,,Vitvi04g02144,,,,
VIT_04s0023g03050,No hit,,,Vitvi04g02145,,,,
VIT_04s0023g03080,No hit,,,Vitvi04g02146,,,,
VIT_04s0023g03170,GDP-D-mannose-4;6-dehydratase (MUR1),E4_2_1_47,,Vitvi04g02147,vv10051Fructose_and_mannose_metabolism,,,
VIT_04s0023g03290,Unknown protein,,,Vitvi04g02148,,,,
VIT_04s0023g03330,Unknown protein,,,Vitvi04g02150,,,,
VIT_04s0023g03460,No hit,,,Vitvi04g02153,,,,
VIT_04s0023g03490,No hit,,,Vitvi04g02154,,,,
VIT_04s0023g03530,No hit,,,Vitvi04g02156,,,,
VIT_04s0023g03570,Oligopeptide transporter 7 ATOPT7,OPT7,,Vitvi04g02157,vv50125Porters_cat_66_to_94,,,
VIT_04s0023g03590,Unknown,,,Vitvi04g02159,,,,
VIT_04s0023g03600,SEN1 (dark inducible 1),SEN1,,Vitvi04g02160,vv30011Jasmonate_signaling,,,
